Data,Produto,Quantidade,Valor_Unitario
2022-07-09,Colete,85.0,219.0
2022-07-31,Vestido Longo,,211.0
2022-03-31,Sutiã,43.0,79.0
2022-02-03,Camisa Xadrez,91.0,
2022-01-25,Regata,35.0,450.0
2022-05-14,Sapato de Salto,82.0,344.0
2022-06-01,Sapato,,
2022-03-11,Saia,74.0,483.0
2022-01-23,Vestido,,475.0
2022-10-31,Cinto,27.0,266.0
2022-03-10,Saia,,321.0
2022-07-29,Gravata,74.0,422.0
2022-01-19,Colar,21.0,
2022-11-11,Terno,70.0,456.0
2022-03-22,Sapatênis,,145.0
2022-02-07,Camisa Jeans,29.0,243.0
2022-04-06,Blusa de Tricot,,402.0
2022-08-08,Vestido Chemise,61.0,304.0
2022-07-21,Saia de Couro,16.0,298.0
2022-09-11,Óculos,,51.0
2022-05-23,Macacão Longo,,
2022-04-21,Short Saia,68.0,53.0
2022-03-13,Calça Legging,96.0,86.0
2022-03-26,Boné,70.0,
2022-04-22,Camiseta,55.0,292.0
2022-03-07,Anel,91.0,369.0
2022-06-25,Vestido Rodado,,398.0
2022-07-17,Saia,69.0,445.0
2022-02-18,Camiseta Básica,82.0,448.0
2022-01-02,Vestido Chemise,,289.0
2022-11-25,Vestido com Fenda,28.0,
2022-05-06,Top,,109.0
2022-01-03,Blusa Ciganinha,,440.0
2022-07-21,Meia,,
2022-07-21,Saia Jeans,50.0,135.0
2022-06-16,Casaco,,262.0
2022-05-04,Sandalia,98.0,425.0
2022-06-21,Cachecol,56.0,363.0
2022-12-18,Regata,70.0,
2022-09-06,Gravata,,244.0
2022-12-11,Blusa de Tricot,,167.0
2022-03-04,Vestido Tubinho,72.0,77.0
2022-09-06,Gravata,,87.0
2022-05-17,Camiseta Estampada,,
2022-08-25,Vestido,98.0,160.0
2022-12-09,Jaqueta,66.0,260.0
2022-08-05,Vestido Tomara que Caia,20.0,320.0
2022-04-12,Camisa Xadrez,14.0,
2022-04-24,Colar,54.0,267.0
2022-07-20,Shorts,84.0,
2022-09-03,Calça Legging,50.0,214.0
2022-09-04,Blusa Manga Longa,18.0,362.0
2022-11-24,Blusa Cropped,1.0,482.0
2022-07-03,Luvas,13.0,412.0
2022-08-05,Vestido Chemise,,206.0
2022-10-29,Sapato Social,91.0,240.0
2022-12-18,Suéter,,296.0
2022-11-10,Camisa Manga Curta,67.0,374.0
2022-02-08,Sandália Rasteira,73.0,123.0
2022-11-18,Vestido Longuete,50.0,366.0
2022-11-10,Sapatilha,,217.0
2022-02-13,Casaco,72.0,125.0
2022-07-19,Sapatilha,18.0,74.0
2022-01-23,Blusa de Tricot,,411.0
2022-04-07,Calça Jeans,45.0,149.0
2022-09-05,Saia de Couro,67.0,149.0
2022-07-19,Anel,48.0,70.0
2022-05-07,Vestido,,
2022-09-21,Sapatênis,45.0,293.0
2022-01-19,Cueca,16.0,164.0
2022-01-30,Blusa Manga Longa,8.0,189.0
2022-06-05,Camisa Manga 3/4,1.0,286.0
2022-11-15,Regata Cavada,71.0,441.0
2022-09-01,Chinelo,,447.0
2022-08-19,Sandalia,,207.0
2022-10-10,Short Saia,,184.0
2022-02-07,Bolsa,,304.0
2022-09-10,Saia Jeans,25.0,437.0
2022-05-24,Moletom,24.0,446.0
2022-11-12,Chinelo,10.0,105.0
2022-07-06,Blusa Manga Longa,,317.0
2022-05-29,Jaqueta,90.0,114.0
2022-02-21,Calça Jeans,81.0,301.0
2022-04-13,Saia Longa,,276.0
2022-01-09,Vestido Transpassado,34.0,272.0
2022-11-05,Camisa Manga 3/4,8.0,221.0
2022-09-09,Body,66.0,
2022-12-06,Saia Jeans,51.0,218.0
2022-05-20,Camiseta Estampada,,
2022-06-16,Sapatênis,53.0,
2022-12-07,Bermuda,,319.0
2022-01-18,Cueca,11.0,
2022-09-08,Botas,38.0,102.0
2022-05-10,Vestido Tomara que Caia,,
2022-11-20,Brinco,88.0,213.0
2022-07-22,Camiseta Estampada,54.0,
2022-03-29,Saia Longa,,
2022-11-14,Óculos,13.0,179.0
2022-05-30,Vestido Ciganinha,28.0,174.0
2022-11-12,Jaqueta Jeans,14.0,448.0
2022-02-27,Camisa Manga 3/4,31.0,
2022-12-14,Blusa de Crochê,,368.0
2022-04-07,Sapato Social,,315.0
2022-09-10,Gravata,51.0,375.0
2022-04-03,Shorts,89.0,168.0
2022-02-06,Macacão,55.0,134.0
2022-08-31,Vestido Tubinho,21.0,335.0
2022-01-27,Camiseta,75.0,120.0
2022-02-04,Saia Midi,88.0,150.0
2022-10-02,Vestido de Festa,48.0,346.0
2022-12-04,Vestido,7.0,446.0
2022-10-26,Blusa Ciganinha,,294.0
2022-04-21,Short Saia,62.0,
2022-10-21,Macacão Longo,,304.0
2022-05-27,Vestido de Festa,30.0,212.0
2022-12-11,Jaqueta de Couro,75.0,
2022-09-25,Calça Legging,42.0,99.0
2022-10-11,Sapato Social,67.0,
2022-12-14,Vestido Transpassado,78.0,480.0
2022-04-28,Camisa Jeans,20.0,263.0
2022-05-17,Vestido Ciganinha,91.0,159.0
2022-10-18,Cardigan,,
2022-12-09,Sapato,98.0,223.0
2022-01-04,Jaqueta,81.0,477.0
2022-09-17,Saia Longa,15.0,164.0
2022-10-04,Saia Longa,90.0,
2022-02-25,Blusa de Crochê,72.0,309.0
2022-09-09,Cinto,76.0,486.0
2022-04-09,Moletom,,181.0
2022-12-02,Sapato Social,,104.0
2022-10-20,Macacão Longo,99.0,223.0
2022-05-02,Saia de Couro,20.0,75.0
2022-03-22,Luvas,69.0,192.0
2022-05-22,Boné,,188.0
2022-06-26,Top,45.0,
2022-08-02,Blusa,37.0,134.0
2022-01-30,Camiseta Manga Longa,15.0,87.0
2022-06-25,Blusa de Crochê,58.0,341.0
2022-01-18,Regata,,386.0
2022-08-15,Jaqueta,4.0,181.0
2022-04-01,Saia,11.0,452.0
2022-10-20,Vestido Chemise,,486.0
2022-01-24,Boné,80.0,451.0
2022-02-22,Cardigan,63.0,357.0
2022-02-20,Shorts,50.0,455.0
2022-09-29,Camisa Social,69.0,321.0
2022-12-19,Camisa Social,6.0,85.0
2022-09-16,Calça Jeans,23.0,218.0
2022-12-10,Calça,7.0,478.0
2022-12-21,Blusa de Frio,,104.0
2022-06-05,Camisa Manga 3/4,36.0,157.0
2022-05-04,Blusa Ciganinha,,344.0
2022-04-06,Saia Longa,,163.0
2022-08-08,Vestido com Fenda,,227.0
2022-11-16,Camisa,99.0,71.0
2022-10-18,Camisa Jeans,56.0,
2022-04-05,Saia Midi,25.0,212.0
2022-09-01,Camiseta Manga Longa,21.0,56.0
2022-06-24,Sapato de Salto,25.0,329.0
2022-03-18,Sandalia,9.0,50.0
2022-08-01,Mochila,,215.0
2022-10-24,Blusa de Frio,33.0,
2022-02-19,Sandália Rasteira,92.0,424.0
2022-07-10,Bolsa,47.0,260.0
2022-08-17,Vestido Transpassado,7.0,60.0
2022-05-19,Vestido,89.0,
2022-09-08,Sapato Social,54.0,203.0
2022-09-24,Vestido Longo,,451.0
2022-08-26,Camiseta,,404.0
2022-05-04,Bolsa,47.0,221.0
2022-08-05,Calça,11.0,261.0
2022-02-07,Brinco,69.0,78.0
2022-03-12,Vestido Rodado,,276.0
2022-02-01,Suéter,98.0,389.0
2022-11-19,Camisa Listrada,92.0,281.0
2022-05-05,Camisa Polo,84.0,
2022-03-02,Colete,79.0,459.0
2022-10-15,Top,54.0,307.0
2022-01-28,Terno,21.0,248.0
2022-09-25,Óculos,23.0,453.0
2022-11-15,Óculos,92.0,179.0
2022-05-27,Vestido Curto,35.0,336.0
2022-03-16,Camiseta Estampada,,
2022-04-01,Sapatênis,,394.0
2022-11-01,Vestido Transpassado,52.0,
2022-04-13,Calça Jeans,,151.0
2022-10-27,Bolsa,,162.0
2022-04-23,Sandalia,41.0,
2022-12-27,Sandália de Salto,16.0,433.0
2022-01-17,Saia,,78.0
2022-09-11,Colete,,
2022-09-13,Sapato,,236.0
2022-11-27,Boné,82.0,
2022-11-23,Camiseta Estampada,3.0,98.0
2022-01-03,Blusa Manga Longa,59.0,153.0
2022-03-15,Vestido Rodado,,432.0
2022-10-14,Camiseta Estampada,,
2022-05-08,Jaqueta de Couro,63.0,432.0
2022-04-23,Colar,15.0,
2022-08-03,Vestido Rodado,54.0,167.0
2022-08-12,Jaqueta Jeans,84.0,148.0
2022-03-11,Camisa Polo,98.0,216.0
2022-01-31,Saia Longa,51.0,
2022-03-12,Jaqueta,,381.0
2022-12-31,Saia Jeans,85.0,406.0
2022-04-17,Vestido de Festa,56.0,149.0
2022-06-14,Saia Midi,93.0,257.0
2022-05-04,Gravata,76.0,405.0
2022-07-29,Camisa Jeans,,
2022-10-26,Luvas,35.0,139.0
2022-09-29,Brinco,70.0,
2022-10-30,Calça Legging,,
2022-07-01,Top,,81.0
2022-08-24,Sapato Social,98.0,491.0
2022-10-16,Vestido Rodado,,96.0
2022-06-15,Cueca,,267.0
2022-10-10,Cardigan,68.0,342.0
2022-05-28,Moletom,,
2022-10-07,Pulseira,,316.0
2022-10-20,Cardigan,55.0,300.0
2022-07-03,Cardigan,,
2022-12-29,Blusa Manga Longa,,237.0
2022-09-29,Camiseta,40.0,
2022-11-23,Mochila,,298.0
2022-11-16,Blusa de Tule,,122.0
2022-02-20,Tênis,78.0,400.0
2022-11-07,Camiseta Estampada,2.0,342.0
2022-12-01,Sandalia,77.0,398.0
2022-07-17,Blusa de Frio,,91.0
2022-10-13,Camisa Jeans,37.0,
2022-07-12,Calça,,318.0
2022-10-07,Saia Plissada,49.0,248.0
2022-05-31,Jaqueta,,57.0
2022-07-12,Macacão,26.0,185.0
2022-07-24,Vestido de Festa,53.0,
2022-11-18,Blusa de Alça,,418.0
2022-09-15,Botas,94.0,469.0
2022-04-10,Body,3.0,231.0
2022-12-30,Jaqueta Jeans,100.0,239.0
2022-07-26,Vestido Godê,,94.0
2022-08-15,Vestido,74.0,107.0
2022-08-18,Sandália Rasteira,33.0,366.0
2022-07-31,Saia de Couro,48.0,499.0
2022-10-31,Brinco,62.0,71.0
2022-05-20,Cachecol,55.0,
2022-02-23,Saia,54.0,167.0
2022-09-07,Vestido Tubinho,58.0,385.0
2022-02-03,Saia de Couro,31.0,209.0
2022-05-02,Jaqueta,1.0,283.0
2022-01-17,Saia Plissada,88.0,219.0
2022-12-13,Relógio,14.0,450.0
2022-02-05,Saia Jeans,22.0,
2022-01-29,Anel,86.0,446.0
2022-05-17,Vestido de Festa,56.0,452.0
2022-08-06,Sapatilha,,313.0
2022-01-19,Camiseta Básica,56.0,142.0
2022-06-20,Cinto,,271.0
2022-09-30,Camisa Manga 3/4,47.0,154.0
2022-03-26,Relógio,,296.0
2022-12-08,Cachecol,24.0,114.0
2022-07-24,Vestido,,62.0
2022-06-07,Calça Social,98.0,179.0
2022-05-19,Saia de Couro,,318.0
2022-02-11,Blusa de Renda,41.0,292.0
2022-12-15,Blusa de Tule,30.0,90.0
2022-08-10,Vestido Transpassado,,
2022-01-05,Saia Longa,,345.0
2022-02-12,Camisa Polo,44.0,295.0
2022-04-21,Colar,,459.0
2022-01-27,Vestido Longo,,
2022-10-22,Sapato,82.0,
2022-04-21,Vestido Godê,75.0,482.0
2022-12-18,Blusa de Tricot,42.0,75.0
2022-12-04,Chinelo,,437.0
2022-09-29,Pulseira,,143.0
2022-02-22,Calça Legging,60.0,
2022-05-05,Bermuda,57.0,
2022-05-02,Botas,44.0,380.0
2022-06-20,Vestido,97.0,230.0
2022-06-18,Moletom,,261.0
2022-01-18,Vestido Rodado,89.0,429.0
2022-07-11,Sapatilha,59.0,
2022-02-16,Botas,,487.0
2022-08-26,Vestido Longuete,,298.0
2022-08-29,Blusa Cropped,,66.0
2022-12-15,Vestido Godê,85.0,178.0
2022-02-10,Saia Plissada,96.0,111.0
2022-12-10,Anel,16.0,
2022-02-23,Blusa de Tule,97.0,415.0
2022-01-09,Camisa Manga Curta,45.0,296.0
2022-02-25,Top,60.0,417.0
2022-03-23,Saia de Couro,,
2022-06-17,Sapatilha,66.0,
2022-05-04,Terno,,435.0
2022-12-31,Vestido Midi,,
2022-02-16,Relógio,100.0,207.0
2022-02-14,Blusa de Renda,21.0,453.0
2022-02-12,Calça Social,15.0,346.0
2022-12-29,Vestido Tomara que Caia,60.0,387.0
2022-01-06,Macacão Longo,7.0,300.0
2022-01-22,Sapatilha,70.0,381.0
2022-08-30,Macacão,,
2022-05-01,Vestido de Festa,92.0,253.0
2022-07-13,Camisa Manga 3/4,69.0,161.0
2022-05-08,Vestido Midi,,398.0
2022-08-02,Vestido de Festa,,251.0
2022-08-18,Regata,21.0,406.0
2022-10-26,Blusa de Tricot,,244.0
2022-07-06,Sandália Rasteira,,114.0
2022-03-12,Regata,71.0,209.0
2022-04-05,Vestido Tubinho,36.0,281.0
2022-10-20,Cachecol,68.0,342.0
2022-09-07,Cardigan,,81.0
2022-10-30,Pulseira,,85.0
2022-01-20,Macacão Longo,,
2022-06-23,Vestido com Fenda,6.0,
2022-03-23,Camisa Manga 3/4,82.0,160.0
2022-08-13,Vestido Tomara que Caia,64.0,450.0
2022-10-07,Sutiã,100.0,387.0
2022-10-06,Moletom,20.0,137.0
2022-01-31,Blusa de Tricot,,152.0
2022-12-31,Saia Midi,41.0,
2022-07-27,Saia Longa,79.0,189.0
2022-05-22,Boné,86.0,366.0
2022-08-12,Saia,89.0,
2022-03-24,Blusa de Crochê,8.0,463.0
2022-05-19,Suéter,,
2022-04-17,Blusa,93.0,393.0
2022-07-01,Sandália de Salto,6.0,187.0
2022-06-16,Sandália de Salto,10.0,97.0
2022-10-15,Calça Social,20.0,174.0
2022-12-26,Camiseta Manga Longa,70.0,282.0
2022-11-14,Macacão Longo,71.0,427.0
2022-10-29,Short Saia,30.0,
2022-11-13,Jaqueta,89.0,225.0
2022-08-11,Sapato,,230.0
2022-08-21,Camisa Polo,57.0,412.0
2022-12-21,Sandália Rasteira,51.0,263.0
2022-02-18,Shorts,50.0,255.0
2022-06-12,Shorts,62.0,320.0
2022-11-29,Blusa de Frio,34.0,
2022-12-07,Jaqueta,53.0,316.0
2022-11-05,Bermuda,,466.0
2023-01-01,Mochila,90.0,437.0
2022-03-24,Camisa,,456.0
2022-10-15,Colete,,187.0
2022-12-21,Camiseta Básica,83.0,457.0
2022-01-25,Blusa de Frio,,375.0
2022-05-14,Jaqueta de Couro,,
2022-11-26,Camisa Manga Curta,99.0,339.0
2022-07-07,Shorts,98.0,372.0
2022-06-18,Chinelo,66.0,227.0
2022-03-13,Blusa Ciganinha,,430.0
2022-06-21,Brinco,19.0,238.0
2022-04-24,Botas,79.0,
2022-12-29,Suéter,,276.0
2022-09-05,Calça,,175.0
2022-12-27,Regata,,212.0
2022-09-15,Cinto,31.0,148.0
2022-12-11,Jaqueta,,107.0
2022-11-01,Suéter,47.0,
2022-07-04,Terno,8.0,489.0
2022-03-29,Sapato Social,,245.0
2022-12-20,Camisa Manga Curta,19.0,273.0
2022-03-12,Anel,,368.0
2022-05-21,Vestido,,490.0
2022-10-23,Sapato de Salto,41.0,245.0
2022-09-05,Cachecol,,382.0
2022-06-19,Calça Social,89.0,209.0
2022-11-04,Body,83.0,
2022-02-23,Jaqueta de Couro,39.0,
2022-01-24,Boné,20.0,222.0
2022-11-28,Vestido Tomara que Caia,15.0,183.0
2022-08-11,Body,16.0,360.0
2022-05-07,Jaqueta Jeans,83.0,65.0
2022-03-14,Boné,40.0,
2022-01-06,Blusa,85.0,160.0
2022-11-12,Vestido Ciganinha,,243.0
2022-11-08,Blusa de Crochê,18.0,359.0
2022-12-10,Camisa Listrada,94.0,
2022-10-15,Mochila,,148.0
2022-01-01,Blazer,,307.0
2022-03-29,Sandália Rasteira,29.0,328.0
2022-05-04,Sutiã,,156.0
2022-11-14,Blusa de Tricot,64.0,499.0
2022-10-24,Moletom,68.0,128.0
2022-05-02,Meia,66.0,226.0
2022-08-28,Camiseta Manga Longa,95.0,57.0
2022-09-06,Camiseta Manga Longa,89.0,248.0
2022-07-29,Casaco,73.0,202.0
2022-04-07,Macacão,19.0,307.0
2022-10-14,Saia,66.0,125.0
2022-11-30,Blusa de Renda,90.0,285.0
2022-02-07,Blusa,73.0,322.0
2022-01-14,Camisa Xadrez,,353.0
2022-01-07,Botas,90.0,202.0
2022-02-19,Camisa,,224.0
2022-04-21,Blusa de Tricot,38.0,199.0
2022-02-10,Blusa de Tule,,233.0
2022-08-11,Saia Plissada,14.0,
2022-02-18,Macacão Longo,86.0,
2022-10-18,Terno,,77.0
2022-05-20,Saia de Couro,38.0,118.0
2022-05-06,Saia Longa,21.0,164.0
2022-02-19,Calça Legging,55.0,489.0
2022-12-12,Cinto,,
2022-08-20,Camisa Xadrez,18.0,
2022-02-21,Pulseira,2.0,323.0
2022-10-17,Sandália de Salto,72.0,95.0
2022-04-20,Calça,41.0,366.0
2022-03-12,Jaqueta,19.0,370.0
2022-11-07,Casaco,,220.0
2022-10-11,Regata,15.0,
2022-10-11,Vestido de Festa,82.0,388.0
2022-06-23,Saia Plissada,64.0,114.0
2022-11-04,Short Saia,,111.0
2022-03-26,Saia Plissada,97.0,97.0
2022-06-23,Blusa de Crochê,,432.0
2022-09-08,Luvas,,
2022-12-14,Camisa Polo,46.0,94.0
2022-04-08,Blusa Manga Longa,100.0,351.0
2022-04-23,Vestido Godê,45.0,227.0
2022-01-15,Jaqueta,72.0,383.0
2022-05-14,Vestido Chemise,,308.0
2022-04-02,Vestido Midi,1.0,202.0
2022-05-05,Saia,80.0,60.0
2022-10-31,Vestido Tubinho,36.0,
2022-06-16,Macacão Curto,,
2022-07-27,Cachecol,,68.0
2022-07-20,Blusa de Tule,31.0,222.0
2022-09-08,Saia Jeans,,234.0
2022-12-23,Sutiã,95.0,78.0
2022-01-26,Jaqueta Jeans,84.0,
2022-04-15,Blusa de Crochê,,408.0
2022-01-10,Saia Jeans,,
2022-05-15,Suéter,74.0,
2022-08-16,Vestido Curto,100.0,261.0
2022-07-17,Sandália de Salto,7.0,413.0
2022-10-06,Terno,80.0,212.0
2022-12-19,Sapatilha,12.0,83.0
2022-10-10,Sandalia,74.0,
2022-10-24,Bolsa,94.0,464.0
2022-06-11,Camisa Manga 3/4,12.0,331.0
2022-11-12,Regata Cavada,66.0,389.0
2022-12-16,Blazer,74.0,
2022-06-18,Regata Cavada,7.0,72.0
2022-05-31,Camisa Social,,
2022-10-13,Camisa Listrada,2.0,153.0
2022-09-07,Tênis,,261.0
2022-03-04,Camiseta Manga Longa,,
2022-07-11,Sandália Rasteira,29.0,386.0
2022-07-24,Moletom,,364.0
2022-08-18,Camisa Jeans,,220.0
2022-02-16,Blusa de Frio,52.0,494.0
2022-01-21,Jaqueta,53.0,106.0
2022-05-29,Meia,,207.0
2022-05-12,Colete,62.0,
2022-01-19,Vestido Tubinho,89.0,317.0
2022-02-27,Colete,,258.0
2022-07-09,Blusa de Alça,97.0,62.0
2022-09-08,Sandália de Salto,,492.0
2022-01-20,Sapatilha,3.0,455.0
2022-04-07,Botas,,352.0
2022-05-25,Moletom,59.0,242.0
2022-07-28,Blusa de Renda,,429.0
2022-01-23,Vestido Tubinho,,377.0
2022-08-15,Blusa de Crochê,14.0,368.0
2022-02-27,Anel,41.0,263.0
2022-05-06,Vestido Chemise,73.0,240.0
2022-06-13,Colar,11.0,156.0
2022-09-16,Saia Longa,84.0,458.0
2022-03-20,Pulseira,52.0,78.0
2022-12-16,Sapato Social,12.0,350.0
2022-06-13,Cinto,33.0,270.0
2022-04-25,Gravata,,425.0
2022-10-10,Suéter,65.0,276.0
2022-05-29,Sapatênis,23.0,467.0
2022-04-18,Vestido Longuete,,319.0
2022-05-18,Vestido Tubinho,4.0,467.0
2022-04-07,Boné,,246.0
2022-06-14,Calça Legging,94.0,
2022-02-07,Vestido Ciganinha,80.0,202.0
2022-09-12,Terno,83.0,
2022-01-05,Camiseta Manga Longa,1.0,254.0
2022-09-07,Saia de Couro,56.0,301.0
2022-03-30,Shorts,37.0,183.0
2022-09-07,Bermuda,79.0,
2022-04-09,Saia Jeans,,169.0
2022-09-04,Camiseta,70.0,
2022-10-05,Jaqueta de Couro,18.0,482.0
2022-07-20,Camisa Social,45.0,200.0
2022-01-06,Saia Plissada,17.0,
2022-09-05,Jaqueta,,240.0
2022-11-17,Macacão,38.0,
2022-02-21,Saia,80.0,
2022-05-20,Luvas,79.0,149.0
2022-06-29,Colete,4.0,479.0
2022-11-13,Vestido Curto,87.0,322.0
2022-06-13,Luvas,95.0,380.0
2022-08-24,Blusa de Tule,,153.0
2022-07-17,Boné,40.0,
2022-06-24,Saia Midi,23.0,353.0
2022-08-06,Blusa de Tricot,89.0,366.0
2022-10-26,Jaqueta Jeans,,350.0
2022-02-21,Mochila,,
2022-03-03,Body,38.0,139.0
2022-05-20,Sapato Social,45.0,328.0
2022-11-25,Vestido Tomara que Caia,,
2022-08-09,Macacão,66.0,132.0
2022-10-23,Colar,,249.0
2022-05-19,Vestido,69.0,
2022-05-03,Sapato de Salto,,271.0
2022-03-14,Relógio,40.0,486.0
2022-06-22,Vestido,35.0,115.0
2022-12-10,Blusa de Alça,,314.0
2022-05-17,Blusa,96.0,284.0
2022-04-16,Sapato Social,99.0,
2022-02-25,Camisa Social,33.0,241.0
2022-10-04,Calça Social,12.0,325.0
2022-10-02,Boné,,209.0
2022-05-08,Vestido com Fenda,88.0,427.0
2022-10-25,Vestido Ciganinha,18.0,
2022-01-29,Camiseta Estampada,50.0,239.0
2022-10-28,Luvas,,430.0
2022-09-11,Macacão,20.0,152.0
2022-12-29,Brinco,31.0,474.0
2022-05-23,Camisa,97.0,
2022-04-28,Vestido com Fenda,73.0,357.0
2022-04-14,Suéter,,146.0
2022-09-13,Macacão Curto,39.0,
2022-05-23,Camiseta Básica,83.0,476.0
2022-09-06,Lenço,75.0,351.0
2022-01-03,Boné,53.0,130.0
2022-06-18,Boné,79.0,413.0
2022-05-15,Vestido Longo,21.0,143.0
2022-10-31,Sapato de Salto,,184.0
2022-09-23,Pulseira,,448.0
2022-11-08,Body,67.0,187.0
2022-09-20,Shorts,58.0,298.0
2022-11-22,Jaqueta de Couro,57.0,354.0
2022-08-12,Lenço,38.0,66.0
2022-05-29,Macacão Curto,,242.0
2022-07-19,Jaqueta Jeans,52.0,134.0
2022-09-29,Camisa Manga 3/4,72.0,266.0
2022-11-16,Meia,17.0,128.0
2022-05-10,Vestido de Festa,71.0,
2022-08-05,Vestido Longuete,77.0,207.0
2022-05-09,Blusa,,204.0
2022-02-13,Vestido Chemise,51.0,103.0
2022-11-11,Regata Cavada,7.0,393.0
2022-12-13,Moletom,15.0,183.0
2022-04-14,Vestido Ciganinha,10.0,270.0
2022-08-11,Bolsa,96.0,289.0
2022-04-04,Camiseta Estampada,,434.0
2022-08-14,Chinelo,,353.0
2022-01-19,Meia,76.0,421.0
2022-05-01,Terno,87.0,108.0
2022-01-21,Vestido de Festa,,112.0
2022-01-18,Camisa Manga Curta,97.0,184.0
2022-09-21,Calça Legging,46.0,51.0
2022-08-31,Camisa Manga Curta,,56.0
2022-02-24,Macacão Curto,100.0,
2022-10-04,Vestido Longo,29.0,479.0
2022-12-17,Meia,,
2022-08-13,Sandalia,32.0,454.0
2022-06-07,Macacão Longo,,109.0
2022-09-03,Blusa Cropped,,
2022-06-20,Bermuda,,387.0
2022-02-19,Sandália de Salto,,392.0
2022-01-10,Vestido Godê,3.0,175.0
2022-05-05,Camiseta Básica,99.0,192.0
2022-09-23,Camiseta,10.0,272.0
2022-01-15,Suéter,93.0,301.0
2022-12-22,Luvas,72.0,83.0
2022-02-01,Sandália de Salto,91.0,312.0
2022-06-17,Gravata,,203.0
2022-11-22,Jaqueta Jeans,52.0,384.0
2022-10-24,Vestido Godê,72.0,132.0
2022-03-06,Moletom,,340.0
2022-11-26,Cardigan,98.0,339.0
2022-06-21,Calça Social,26.0,255.0
2022-09-25,Saia Plissada,,
2022-12-30,Camisa Polo,28.0,225.0
2022-12-10,Macacão Longo,13.0,439.0
2022-05-31,Vestido Chemise,67.0,72.0
2022-08-26,Blazer,10.0,205.0
2022-06-12,Blusa de Tricot,91.0,464.0
2022-08-30,Vestido Tomara que Caia,30.0,196.0
2022-12-13,Boné,,209.0
2022-07-08,Sapatênis,37.0,305.0
2022-09-29,Sandalia,46.0,119.0
2022-11-04,Jaqueta Jeans,,335.0
2022-04-25,Macacão Longo,14.0,
2022-01-06,Casaco,20.0,316.0
2022-07-06,Calça Jeans,80.0,
2022-09-12,Top,56.0,314.0
2022-07-25,Vestido com Fenda,18.0,187.0
2022-04-11,Vestido Longo,75.0,379.0
2022-12-14,Relógio,9.0,167.0
2022-10-06,Cardigan,17.0,462.0
2022-02-18,Meia,,50.0
2022-11-07,Sapato,7.0,
2022-04-10,Boné,22.0,121.0
2022-06-17,Sapato Social,43.0,63.0
2022-04-10,Calça Jeans,30.0,214.0
2022-12-20,Blusa de Alça,,358.0
2022-03-20,Moletom,6.0,239.0
2022-03-26,Blusa de Renda,81.0,466.0
2022-01-21,Camisa Listrada,,419.0
2022-01-31,Boné,,248.0
2022-06-03,Óculos,,388.0
2022-03-13,Moletom,1.0,250.0
2022-09-05,Boné,66.0,
2022-08-23,Sandália de Salto,,241.0
2022-05-06,Camiseta Básica,9.0,
2022-02-26,Vestido Transpassado,56.0,324.0
2022-03-24,Vestido Rodado,,82.0
2022-04-12,Vestido Midi,,
2022-02-19,Sapato Social,79.0,343.0
2022-12-13,Boné,,
2022-08-06,Mochila,63.0,363.0
2022-04-01,Vestido Godê,74.0,498.0
2022-02-11,Blusa Manga Longa,98.0,
2022-06-12,Saia Plissada,69.0,361.0
2022-12-31,Moletom,29.0,481.0
2022-05-21,Vestido de Festa,21.0,467.0
2022-04-26,Saia Longa,20.0,51.0
2022-02-18,Blusa de Tule,65.0,256.0
2022-03-24,Camisa Manga Curta,,
2022-01-09,Cachecol,20.0,284.0
2022-02-03,Camiseta Manga Longa,33.0,77.0
2022-09-04,Blusa de Alça,,443.0
2022-02-20,Saia Midi,86.0,469.0
2022-10-11,Terno,8.0,455.0
2022-07-20,Macacão,11.0,490.0
2022-11-20,Regata,,445.0
2022-01-28,Luvas,6.0,147.0
2022-07-06,Vestido de Festa,66.0,
2022-01-01,Colete,5.0,127.0
2022-07-20,Saia Midi,3.0,433.0
2022-04-05,Regata,11.0,258.0
2022-03-20,Cardigan,83.0,231.0
2022-10-21,Vestido Ciganinha,,254.0
2022-02-04,Suéter,92.0,264.0
2022-10-01,Vestido Tomara que Caia,12.0,375.0
2022-02-14,Vestido Transpassado,9.0,486.0
2022-11-27,Top,51.0,75.0
2022-08-18,Blusa de Renda,39.0,
2022-10-15,Camisa Manga Curta,92.0,303.0
2022-03-24,Vestido Transpassado,44.0,474.0
2022-08-17,Tênis,64.0,98.0
2022-05-11,Calça Social,49.0,228.0
2022-11-23,Chinelo,,298.0
2022-03-19,Camisa Xadrez,4.0,
2022-12-14,Camisa Xadrez,9.0,156.0
2022-01-03,Saia Longa,,
2022-10-03,Camisa Polo,22.0,
2022-10-30,Saia,32.0,
2022-09-21,Camiseta Estampada,28.0,117.0
2022-06-06,Bolsa,60.0,
2022-12-13,Moletom,54.0,450.0
2022-05-03,Camiseta Estampada,93.0,
2022-04-28,Sapatênis,,137.0
2022-04-17,Gravata,98.0,486.0
2022-10-22,Suéter,2.0,496.0
2022-08-29,Colete,75.0,219.0
2022-06-03,Chinelo,64.0,
2022-03-03,Saia de Couro,,
2022-08-30,Blusa Manga Longa,,260.0
2022-10-25,Colete,89.0,147.0
2022-11-21,Pulseira,78.0,213.0
2022-01-08,Vestido com Fenda,,294.0
2022-03-08,Camisa Listrada,87.0,113.0
2022-03-03,Vestido Tubinho,65.0,92.0
2022-04-13,Cachecol,6.0,245.0
